-2.77E+01	8.04E+01
-2.76E+01	8.06E+01
-2.75E+01	8.08E+01
-2.74E+01	8.10E+01
-2.73E+01	8.05E+01
-2.72E+01	8.06E+01
-2.71E+01	8.10E+01
-2.71E+01	8.09E+01
-2.70E+01	8.13E+01
-2.69E+01	8.09E+01
-2.68E+01	8.10E+01
-2.66E+01	8.10E+01
-2.66E+01	8.10E+01
-2.65E+01	8.08E+01
-2.64E+01	8.13E+01
-2.63E+01	8.11E+01
-2.62E+01	8.09E+01
-2.61E+01	8.09E+01
-2.60E+01	8.11E+01
-2.59E+01	8.08E+01
-2.58E+01	8.11E+01
-2.57E+01	8.10E+01
-2.56E+01	8.11E+01
-2.55E+01	8.10E+01
-2.54E+01	8.13E+01
-2.53E+01	8.11E+01
-2.52E+01	8.10E+01
-2.51E+01	8.10E+01
-2.50E+01	8.10E+01
-2.49E+01	8.11E+01
-2.48E+01	8.11E+01
-2.48E+01	8.10E+01
-2.47E+01	8.12E+01
-2.46E+01	8.10E+01
-2.44E+01	8.09E+01
-2.44E+01	8.10E+01
-2.42E+01	8.09E+01
-2.42E+01	8.11E+01
-2.41E+01	8.11E+01
-2.40E+01	8.11E+01
-2.39E+01	8.10E+01
-2.38E+01	8.09E+01
-2.37E+01	8.11E+01
-2.36E+01	8.09E+01
-2.35E+01	8.12E+01
-2.34E+01	8.10E+01
-2.33E+01	8.10E+01
-2.32E+01	8.10E+01
-2.31E+01	8.10E+01
-2.30E+01	8.09E+01
-2.29E+01	8.09E+01
-2.28E+01	8.10E+01
-2.27E+01	8.09E+01
-2.26E+01	8.10E+01
-2.26E+01	8.10E+01
-2.24E+01	8.08E+01
-2.23E+01	8.09E+01
-2.22E+01	8.08E+01
-2.21E+01	8.08E+01
-2.20E+01	8.09E+01
-2.20E+01	8.09E+01
-2.19E+01	8.03E+01
-2.18E+01	8.07E+01
-2.17E+01	8.10E+01
-2.16E+01	8.04E+01
-2.15E+01	8.14E+01
-2.14E+01	8.06E+01
-2.13E+01	8.08E+01
-2.12E+01	8.06E+01
-2.11E+01	8.12E+01
-2.10E+01	8.08E+01
-2.09E+01	8.05E+01
-2.08E+01	8.01E+01
-2.07E+01	8.08E+01
-2.06E+01	8.04E+01
-2.05E+01	8.02E+01
-2.04E+01	8.03E+01
-2.03E+01	8.04E+01
-2.02E+01	8.01E+01
-2.01E+01	8.02E+01
-2.00E+01	8.03E+01
-1.99E+01	8.04E+01
-1.99E+01	8.03E+01
-1.98E+01	8.01E+01
-1.96E+01	8.00E+01
-1.96E+01	8.01E+01
-1.94E+01	8.02E+01
-1.94E+01	7.99E+01
-1.93E+01	7.96E+01
-1.92E+01	8.02E+01
-1.91E+01	7.97E+01
-1.90E+01	7.96E+01
-1.89E+01	7.99E+01
-1.88E+01	7.95E+01
-1.87E+01	7.98E+01
-1.86E+01	7.97E+01
-1.85E+01	7.99E+01
-1.84E+01	7.97E+01
-1.83E+01	7.94E+01
-1.82E+01	7.95E+01
-1.81E+01	7.92E+01
-1.80E+01	7.93E+01
-1.80E+01	7.93E+01
-1.78E+01	7.90E+01
-1.78E+01	7.91E+01
-1.76E+01	7.90E+01
-1.76E+01	7.89E+01
-1.75E+01	7.88E+01
-1.74E+01	7.88E+01
-1.73E+01	7.86E+01
-1.71E+01	7.86E+01
-1.71E+01	7.85E+01
-1.70E+01	7.85E+01
-1.69E+01	7.85E+01
-1.68E+01	7.84E+01
-1.67E+01	7.83E+01
-1.66E+01	7.82E+01
-1.65E+01	7.81E+01
-1.64E+01	7.80E+01
-1.63E+01	7.80E+01
-1.62E+01	7.78E+01
-1.61E+01	7.79E+01
-1.60E+01	7.78E+01
-1.59E+01	7.76E+01
-1.58E+01	7.76E+01
-1.58E+01	7.74E+01
-1.56E+01	7.74E+01
-1.56E+01	7.72E+01
-1.54E+01	7.71E+01
-1.54E+01	7.71E+01
-1.53E+01	7.71E+01
-1.52E+01	7.69E+01
-1.51E+01	7.68E+01
-1.50E+01	7.68E+01
-1.49E+01	7.67E+01
-1.48E+01	7.64E+01
-1.47E+01	7.64E+01
-1.46E+01	7.63E+01
-1.45E+01	7.62E+01
-1.44E+01	7.60E+01
-1.43E+01	7.59E+01
-1.42E+01	7.59E+01
-1.42E+01	7.59E+01
-1.41E+01	7.56E+01
-1.40E+01	7.55E+01
-1.39E+01	7.55E+01
-1.38E+01	7.53E+01
-1.37E+01	7.53E+01
-1.36E+01	7.51E+01
-1.35E+01	7.50E+01
-1.34E+01	7.48E+01
-1.33E+01	7.47E+01
-1.32E+01	7.46E+01
-1.31E+01	7.44E+01
-1.30E+01	7.43E+01
-1.30E+01	7.42E+01
-1.29E+01	7.41E+01
-1.28E+01	7.40E+01
-1.27E+01	7.39E+01
-1.26E+01	7.37E+01
-1.25E+01	7.36E+01
-1.24E+01	7.34E+01
-1.23E+01	7.33E+01
-1.22E+01	7.31E+01
-1.21E+01	7.30E+01
-1.20E+01	7.28E+01
-1.19E+01	7.27E+01
-1.18E+01	7.26E+01
-1.18E+01	7.24E+01
-1.17E+01	7.22E+01
-1.16E+01	7.21E+01
-1.15E+01	7.20E+01
-1.14E+01	7.18E+01
-1.13E+01	7.16E+01
-1.12E+01	7.15E+01
-1.11E+01	7.13E+01
-1.10E+01	7.12E+01
-1.10E+01	7.10E+01
-1.09E+01	7.08E+01
-1.08E+01	7.06E+01
-1.07E+01	7.05E+01
-1.06E+01	7.03E+01
-1.05E+01	7.01E+01
-1.04E+01	7.00E+01
-1.03E+01	6.98E+01
-1.03E+01	6.96E+01
-1.02E+01	6.94E+01
-1.01E+01	6.92E+01
-9.987329528	6.90E+01
-9.890446216	6.88E+01
-9.809885822	6.87E+01
-9.727357244	6.85E+01
-9.641113313	6.83E+01
-9.555617974	6.81E+01
-9.481978859	6.79E+01
-9.386832278	6.76E+01
-9.300165629	6.75E+01
-9.212137789	6.73E+01
-9.130123395	6.71E+01
-9.056651035	6.69E+01
-8.967127347	6.67E+01
-8.885069179	6.64E+01
-8.794139919	6.62E+01
-8.704602842	6.60E+01
-8.632434697	6.58E+01
-8.540786729	6.55E+01
-8.458129868	6.54E+01
-8.374214187	6.51E+01
-8.297276361	6.49E+01
-8.219969273	6.47E+01
-8.13495468	6.45E+01
-8.052128585	6.42E+01
-7.973090868	6.40E+01
-7.893467884	6.37E+01
-7.808839738	6.35E+01
-7.727181802	6.33E+01
-7.64946868	6.30E+01
-7.569586512	6.28E+01
-7.491465149	6.25E+01
-7.417623185	6.23E+01
-7.346090463	6.21E+01
-7.265514888	6.18E+01
-7.19411412	6.16E+01
