-3.327805351	1.40E+02
-4.307822771	1.36E+02
-5.210791394	1.33E+02
-5.991181428	1.31E+02
-6.680865263	1.29E+02
-7.305997851	1.28E+02
-7.799270103	1.27E+02
-8.260129212	1.26E+02
-8.635727989	1.25E+02
-9.003434278	1.25E+02
-9.290372909	1.24E+02
-9.532862574	1.23E+02
-9.762690975	1.23E+02
-9.943747989	1.22E+02
-1.01E+01	1.22E+02
-1.02E+01	1.21E+02
-1.04E+01	1.21E+02
-1.05E+01	1.20E+02
-1.05E+01	1.19E+02
-1.06E+01	1.19E+02
-1.07E+01	1.18E+02
-1.07E+01	1.17E+02
-1.08E+01	1.17E+02
-1.08E+01	1.16E+02
-1.09E+01	1.15E+02
-1.09E+01	1.15E+02
-1.09E+01	1.14E+02
-1.09E+01	1.13E+02
-1.09E+01	1.13E+02
-1.09E+01	1.12E+02
-1.09E+01	1.11E+02
-1.09E+01	1.10E+02
-1.09E+01	1.10E+02
-1.09E+01	1.09E+02
-1.08E+01	1.08E+02
-1.08E+01	1.08E+02
-1.08E+01	1.07E+02
-1.08E+01	1.06E+02
-1.07E+01	1.06E+02
-1.07E+01	1.05E+02
-1.07E+01	1.04E+02
-1.06E+01	1.04E+02
-1.06E+01	1.03E+02
-1.06E+01	1.03E+02
-1.05E+01	1.02E+02
-1.05E+01	1.01E+02
-1.04E+01	1.01E+02
-1.04E+01	1.00E+02
-1.04E+01	9.95E+01
-1.03E+01	9.90E+01
-1.03E+01	9.84E+01
-1.02E+01	9.79E+01
-1.02E+01	9.73E+01
-1.01E+01	9.67E+01
-1.01E+01	9.62E+01
-1.00E+01	9.56E+01
-9.966094766	9.51E+01
-9.923525509	9.46E+01
-9.866353978	9.40E+01
-9.824702408	9.35E+01
-9.776302391	9.31E+01
-9.720242762	9.25E+01
-9.67217445	9.20E+01
-9.613852106	9.15E+01
-9.563165387	9.11E+01
-9.517388428	9.05E+01
-9.461734839	9.01E+01
-9.418185107	8.96E+01
-9.364132986	8.91E+01
-9.311524454	8.87E+01
-9.257346077	8.82E+01
-9.209818745	8.78E+01
-9.153228111	8.73E+01
-9.103455204	8.69E+01
-9.05499593	8.64E+01
-9.00349673	8.60E+01
-8.950420483	8.56E+01
-8.89967665	8.52E+01
-8.853156247	8.47E+01
-8.7967694	8.43E+01
-8.749799351	8.39E+01
-8.690182207	8.35E+01
-8.648512269	8.31E+01
-8.600974598	8.27E+01
-8.551366237	8.23E+01
-8.503326463	8.20E+01
-8.451650247	8.15E+01
-8.402622318	8.12E+01
-8.354409259	8.08E+01
-8.307244185	8.04E+01
-8.262982503	8.00E+01
-8.210267366	7.97E+01
-8.167955279	7.93E+01
-8.122065715	7.90E+01
-8.075553326	7.86E+01
-8.032386992	7.82E+01
-7.985844513	7.79E+01
-7.93519661	7.75E+01
-7.893396662	7.72E+01
-7.844623032	7.69E+01
-7.802768622	7.65E+01
-7.758374086	7.62E+01
-7.709797967	7.58E+01
-7.66781111	7.55E+01
-7.626479619	7.52E+01
-7.578486914	7.48E+01
-7.538675282	7.45E+01
-7.497321249	7.42E+01
-7.453808393	7.39E+01
-7.41286582	7.35E+01
-7.373551302	7.32E+01
-7.332949566	7.29E+01
-7.291015725	7.26E+01
-7.257619328	7.23E+01
-7.206420093	7.20E+01
-7.168637262	7.17E+01
-7.130489077	7.14E+01
-7.071442296	7.11E+01
-7.016592979	7.08E+01
-6.99433547	7.05E+01
-6.951078222	7.02E+01
-6.906867115	6.99E+01
-6.869022979	6.96E+01
-6.828629867	6.93E+01
-6.814560797	6.91E+01
-6.781004633	6.88E+01
-6.747197736	6.85E+01
-6.69587585	6.82E+01
-6.65832815	6.79E+01
-6.623358964	6.77E+01
-6.594842984	6.74E+01
-6.558222255	6.71E+01
-6.518965598	6.68E+01
-6.502980304	6.66E+01
-6.465621574	6.64E+01
-6.423692758	6.60E+01
-6.386566861	6.58E+01
-6.359222761	6.56E+01
-6.311017819	6.53E+01
-6.289756148	6.51E+01
-6.255648028	6.48E+01
-6.217258677	6.46E+01
-6.187593733	6.44E+01
-6.164135385	6.41E+01
-6.130279464	6.38E+01
-6.09775351	6.36E+01
-6.063067011	6.34E+01
-6.034064527	6.31E+01
-6.006413294	6.29E+01
-5.961812266	6.26E+01
-5.93331596	6.23E+01
-5.919636579	6.21E+01
-5.874309265	6.19E+01
-5.845520483	6.16E+01
-5.820047139	6.14E+01
-5.801102632	6.12E+01
-5.764335905	6.09E+01
-5.742771092	6.07E+01
-5.711898569	6.04E+01
-5.67981418	6.02E+01
-5.653403379	6.00E+01
-5.625344606	5.98E+01
-5.59483623	5.95E+01
-5.568675515	5.93E+01
-5.536264457	5.91E+01
-5.510881334	5.88E+01
-5.481391613	5.86E+01
